FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,4.72,4
00:05:00,00:10:00,16.17,3
00:10:00,00:15:00,31.38,2
00:15:00,00:20:00,14.09,4
00:20:00,00:25:00,23.5,1
00:25:00,00:30:00,12.09,1
00:30:00,00:35:00,20.59,2
00:35:00,00:40:00,16.73,2
00:40:00,00:45:00,29.73,3
00:45:00,00:50:00,18.8,6
00:50:00,00:55:00,23.21,3
00:55:00,01:00:00,14.01,3
01:05:00,01:10:00,20.14,1
01:15:00,01:20:00,18.15,6
01:20:00,01:25:00,14.84,1
01:25:00,01:30:00,0.62,1
01:30:00,01:35:00,14.45,3
01:35:00,01:40:00,2.45,2
01:40:00,01:45:00,11.79,6
01:45:00,01:50:00,15.67,1
01:50:00,01:55:00,31.89,3
01:55:00,02:00:00,18.54,2
02:00:00,02:05:00,1.34,2
02:05:00,02:10:00,27.58,4
02:10:00,02:15:00,31.92,1
02:15:00,02:20:00,29.17,1
02:20:00,02:25:00,30.35,3
02:25:00,02:30:00,0.46,1
02:30:00,02:35:00,13.63,2
02:35:00,02:40:00,17.99,4
02:45:00,02:50:00,29.6,2
02:50:00,02:55:00,0.46,1
03:05:00,03:10:00,27.82,2
03:10:00,03:15:00,9.55,3
03:15:00,03:20:00,11.35,6
03:20:00,03:25:00,24.52,1
03:25:00,03:30:00,25.64,2
03:30:00,03:35:00,19.67,4
03:35:00,03:40:00,2.91,2
03:40:00,03:45:00,25.25,1
03:45:00,03:50:00,13.69,6
03:50:00,03:55:00,21.42,1
03:55:00,04:00:00,0.57,1
04:00:00,04:05:00,33.42,4
04:15:00,04:20:00,21.64,5
04:20:00,04:25:00,22.19,5
04:25:00,04:30:00,27.58,2
04:30:00,04:35:00,26.44,1
04:35:00,04:40:00,18.3,2
04:40:00,04:45:00,33.27,3
04:45:00,04:50:00,27.44,4
04:50:00,04:55:00,11.28,5
04:55:00,05:00:00,15.87,3
05:00:00,05:05:00,20.63,1
05:05:00,05:10:00,11.77,5
05:10:00,05:15:00,8.82,5
05:15:00,05:20:00,37.14,3
05:20:00,05:25:00,31.4,5
05:25:00,05:30:00,31.33,1
05:30:00,05:35:00,17.42,3
05:35:00,05:40:00,14.88,9
05:40:00,05:45:00,17.17,6
05:45:00,05:50:00,20.27,6
05:50:00,05:55:00,17.68,5
05:55:00,06:00:00,12.63,9
06:00:00,06:05:00,16.12,10
06:05:00,06:10:00,17.24,13
06:10:00,06:15:00,6.44,10
06:15:00,06:20:00,13.82,8
06:20:00,06:25:00,9.08,6
06:25:00,06:30:00,16.59,19
06:30:00,06:35:00,22.72,6
06:35:00,06:40:00,92.21,7
