FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,17.86,2
00:05:00,00:10:00,30.65,3
00:10:00,00:15:00,26.02,2
00:15:00,00:20:00,25.25,1
00:20:00,00:25:00,15.78,2
00:25:00,00:30:00,30.16,4
00:30:00,00:35:00,24.75,2
00:35:00,00:40:00,36.78,1
00:40:00,00:45:00,36,1
00:45:00,00:50:00,14.11,5
00:50:00,00:55:00,27.87,3
00:55:00,01:00:00,26.9,3
01:00:00,01:05:00,36.03,2
01:05:00,01:10:00,18.36,4
01:10:00,01:15:00,27.47,3
01:15:00,01:20:00,26.59,7
01:25:00,01:30:00,35.25,1
01:30:00,01:35:00,34.62,4
01:40:00,01:45:00,15.82,2
01:45:00,01:50:00,0.8,2
01:55:00,02:00:00,12.12,4
02:00:00,02:05:00,33.01,2
02:05:00,02:10:00,24.17,1
02:10:00,02:15:00,18.29,3
02:15:00,02:20:00,24.52,1
02:20:00,02:25:00,18.88,5
02:30:00,02:35:00,24.52,1
02:35:00,02:40:00,0.8,1
02:45:00,02:50:00,32.54,1
02:50:00,02:55:00,19.45,1
02:55:00,03:00:00,0.18,1
03:05:00,03:10:00,17.59,2
03:10:00,03:15:00,16.83,3
03:15:00,03:20:00,28.85,5
03:20:00,03:25:00,43.96,2
03:25:00,03:30:00,13.87,1
03:30:00,03:35:00,0.14,1
03:35:00,03:40:00,18.57,3
03:40:00,03:45:00,31.33,1
03:50:00,03:55:00,14.59,2
04:00:00,04:05:00,22.15,4
04:10:00,04:15:00,0.57,1
04:15:00,04:20:00,21.32,2
04:20:00,04:25:00,17.17,3
04:25:00,04:30:00,22.89,4
04:30:00,04:35:00,25.17,3
04:35:00,04:40:00,23.95,4
04:40:00,04:45:00,14.46,1
04:45:00,04:50:00,12.2,3
04:50:00,04:55:00,26.37,3
04:55:00,05:00:00,33.18,1
05:00:00,05:05:00,39.35,1
05:05:00,05:10:00,34.92,2
05:10:00,05:15:00,33.18,1
05:15:00,05:20:00,10.53,4
05:20:00,05:25:00,13.85,2
05:25:00,05:30:00,25.7,5
05:30:00,05:35:00,29.35,5
05:35:00,05:40:00,15.64,9
05:40:00,05:45:00,25.58,3
05:45:00,05:50:00,22.44,11
05:50:00,05:55:00,26.81,3
05:55:00,06:00:00,19.79,4
06:00:00,06:05:00,18.7,12
06:05:00,06:10:00,17.17,6
06:10:00,06:15:00,11.72,7
06:15:00,06:20:00,21.87,8
06:20:00,06:25:00,12.43,6
06:25:00,06:30:00,15.32,11
06:30:00,06:35:00,13.51,3
06:35:00,06:40:00,11.22,9
06:40:00,06:45:00,8.24,7
06:45:00,06:50:00,13.02,8
06:50:00,06:55:00,5.57,5
06:55:00,07:00:00,13.06,8
07:00:00,07:05:00,11.67,4
07:05:00,07:10:00,15.3,9
07:10:00,07:15:00,11.08,9
07:15:00,07:20:00,14.98,2
07:20:00,07:25:00,11.84,10
07:25:00,07:30:00,9.65,9
07:30:00,07:35:00,9.55,13
07:35:00,07:40:00,30.72,2
07:40:00,07:45:00,14.43,7
07:45:00,07:50:00,8,9
07:50:00,07:55:00,10.54,18
07:55:00,08:00:00,8.69,5
08:00:00,08:05:00,11.4,6
08:05:00,08:10:00,11.63,6
08:10:00,08:15:00,10,6
08:20:00,08:25:00,5.26,13
08:25:00,08:30:00,9.06,9
08:30:00,08:35:00,6.58,6
08:35:00,08:40:00,8.67,7
08:40:00,08:45:00,8.81,7
08:45:00,08:50:00,4.74,6
08:50:00,08:55:00,4.79,6
08:55:00,09:00:00,8.21,11
09:00:00,09:05:00,3.6,8
09:05:00,09:10:00,1.75,4
09:10:00,09:15:00,8.77,2
09:15:00,09:20:00,6.17,6
09:20:00,09:25:00,7.56,4
09:25:00,09:30:00,6.85,7
09:30:00,09:35:00,7.97,9
09:35:00,09:40:00,7,8
09:40:00,09:45:00,3.43,5
09:45:00,09:50:00,7.87,4
09:50:00,09:55:00,6.73,9
09:55:00,10:00:00,8.48,5
10:00:00,10:05:00,3,8
10:05:00,10:10:00,0.86,1
10:10:00,10:15:00,8.38,10
