FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,7.75,4
00:00:00,00:05:00,27.2,6
00:05:00,00:10:00,25.74,4
00:15:00,00:20:00,22.9,2
00:25:00,00:30:00,17.44,1
00:30:00,00:35:00,12.16,2
00:35:00,00:40:00,20.03,3
00:40:00,00:45:00,14.53,4
00:45:00,00:50:00,15.16,4
00:50:00,00:55:00,23.07,2
01:00:00,01:05:00,33.77,2
01:05:00,01:10:00,17.61,3
01:10:00,01:15:00,10.07,3
01:15:00,01:20:00,23.18,5
01:20:00,01:25:00,8.97,3
01:25:00,01:30:00,14.05,3
01:30:00,01:35:00,3.65,1
01:35:00,01:40:00,12.53,1
01:40:00,01:45:00,19.31,3
01:45:00,01:50:00,21.38,6
01:50:00,01:55:00,12.17,1
01:55:00,02:00:00,11.4,2
02:00:00,02:05:00,21.26,3
02:10:00,02:15:00,2.64,1
02:15:00,02:20:00,3.97,7
02:20:00,02:25:00,16.63,2
02:30:00,02:35:00,31.92,1
02:35:00,02:40:00,0.27,1
02:40:00,02:45:00,33.18,1
02:45:00,02:50:00,2.64,1
02:50:00,02:55:00,26.86,2
02:55:00,03:00:00,22.46,2
03:00:00,03:05:00,24.88,1
03:10:00,03:15:00,15.38,1
03:15:00,03:20:00,13.69,4
03:20:00,03:25:00,10.49,2
03:25:00,03:30:00,22.56,1
03:30:00,03:35:00,32.88,2
03:35:00,03:40:00,26.08,2
03:45:00,03:50:00,19.21,4
03:50:00,03:55:00,17.86,3
03:55:00,04:00:00,25.23,5
04:00:00,04:05:00,15.68,3
04:05:00,04:10:00,13.56,3
04:15:00,04:20:00,22.68,4
04:20:00,04:25:00,12.51,2
04:25:00,04:30:00,9,2
04:30:00,04:35:00,26.81,2
04:35:00,04:40:00,9.76,3
04:40:00,04:45:00,26.14,4
04:45:00,04:50:00,23.99,8
04:50:00,04:55:00,21.78,6
04:55:00,05:00:00,25.82,3
05:00:00,05:05:00,17.9,3
05:05:00,05:10:00,27.27,3
05:10:00,05:15:00,33.65,2
05:15:00,05:20:00,0.71,1
05:20:00,05:25:00,30.56,6
05:25:00,05:30:00,12.54,6
05:30:00,05:35:00,27.59,5
05:35:00,05:40:00,15.78,10
05:40:00,05:45:00,13.36,4
05:45:00,05:50:00,10.37,6
05:50:00,05:55:00,31.27,5
05:55:00,06:00:00,11.86,5
06:00:00,06:05:00,16.31,11
06:05:00,06:10:00,18.63,6
06:10:00,06:15:00,9.13,13
06:15:00,06:20:00,10.35,6
06:20:00,06:25:00,8.7,7
06:25:00,06:30:00,18.66,12
06:30:00,06:35:00,14.29,8
06:35:00,06:40:00,17.4,5
06:40:00,06:45:00,18.23,6
06:45:00,06:50:00,4.28,3
06:50:00,06:55:00,16.06,13
06:55:00,07:00:00,19.83,4
07:00:00,07:05:00,8.31,13
07:05:00,07:10:00,9.84,14
07:10:00,07:15:00,10.43,9
07:15:00,07:20:00,10.03,10
07:20:00,07:25:00,10.92,4
07:25:00,07:30:00,14.13,5
07:30:00,07:35:00,10.12,5
07:35:00,07:40:00,16.4,6
07:40:00,07:45:00,7.68,9
07:45:00,07:50:00,5.87,17
07:50:00,07:55:00,9.79,6
07:55:00,08:00:00,17.18,11
08:00:00,08:05:00,12.48,9
08:05:00,08:10:00,15.44,11
08:10:00,08:15:00,16.06,7
08:15:00,08:20:00,9.89,7
08:20:00,08:25:00,5.6,13
08:25:00,08:30:00,6.53,8
08:30:00,08:35:00,11.97,12
