FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,19.95,3
00:00:00,00:05:00,17,2
00:05:00,00:10:00,22.39,4
00:10:00,00:15:00,23.28,3
00:15:00,00:20:00,11.53,2
00:20:00,00:25:00,17.03,6
00:25:00,00:30:00,18.7,5
00:30:00,00:35:00,28.05,2
00:35:00,00:40:00,26.67,3
00:40:00,00:45:00,14.88,3
00:45:00,00:50:00,16.59,3
00:50:00,00:55:00,14.21,5
00:55:00,01:00:00,21.64,2
01:00:00,01:05:00,24.88,1
01:05:00,01:10:00,12.72,2
01:10:00,01:15:00,20.66,2
01:15:00,01:20:00,15.02,4
01:20:00,01:25:00,24.87,3
01:25:00,01:30:00,28.2,2
01:30:00,01:35:00,16.11,1
01:35:00,01:40:00,22.87,2
01:40:00,01:45:00,16.65,4
01:45:00,01:50:00,14.87,5
01:50:00,01:55:00,11.1,2
02:00:00,02:05:00,15.97,3
02:05:00,02:10:00,27.74,1
02:10:00,02:15:00,17.09,1
02:20:00,02:25:00,15.26,4
02:25:00,02:30:00,24.88,1
02:30:00,02:35:00,19.45,1
02:35:00,02:40:00,40.29,1
02:40:00,02:45:00,19.45,1
02:45:00,02:50:00,16.97,4
02:50:00,02:55:00,18.85,3
02:55:00,03:00:00,21.19,3
03:00:00,03:05:00,42.3,1
03:05:00,03:10:00,13,2
03:10:00,03:15:00,12.11,9
03:15:00,03:20:00,26.85,5
03:20:00,03:25:00,10.51,1
03:25:00,03:30:00,14.13,3
03:40:00,03:45:00,20.18,2
03:45:00,03:50:00,14.58,2
03:55:00,04:00:00,34.52,2
04:00:00,04:05:00,17.27,1
04:05:00,04:10:00,0.89,1
04:10:00,04:15:00,31.15,4
04:15:00,04:20:00,1.72,2
04:20:00,04:25:00,29.89,2
04:30:00,04:35:00,35.32,6
04:35:00,04:40:00,26.78,3
04:40:00,04:45:00,0.41,2
04:45:00,04:50:00,21.15,1
04:50:00,04:55:00,31.34,2
04:55:00,05:00:00,30.08,4
05:00:00,05:05:00,21.74,2
05:05:00,05:10:00,31.65,2
05:10:00,05:15:00,22.13,4
05:15:00,05:20:00,23.27,6
05:25:00,05:30:00,4.71,3
05:30:00,05:35:00,26.47,3
05:35:00,05:40:00,23.09,3
05:40:00,05:45:00,22.32,4
05:45:00,05:50:00,13.44,5
05:50:00,05:55:00,27.55,2
05:55:00,06:00:00,9.95,3
06:00:00,06:05:00,5.93,4
06:05:00,06:10:00,29.68,1
06:10:00,06:15:00,11.38,5
06:20:00,06:25:00,19.01,7
06:25:00,06:30:00,10.95,4
06:30:00,06:35:00,13.46,2
06:35:00,06:40:00,16.75,1
06:40:00,06:45:00,10.64,1
06:45:00,06:50:00,10.15,2
06:50:00,06:55:00,15.66,6
06:55:00,07:00:00,21.08,4
07:00:00,07:05:00,4.55,5
07:05:00,07:10:00,18.22,3
07:15:00,07:20:00,17.15,5
07:20:00,07:25:00,16.5,6
07:25:00,07:30:00,18.48,7
07:30:00,07:35:00,15.32,4
07:35:00,07:40:00,10.22,2
07:40:00,07:45:00,23.8,8
07:45:00,07:50:00,13.94,7
07:50:00,07:55:00,26.81,3
07:55:00,08:00:00,18.7,7
08:00:00,08:05:00,9.52,2
08:05:00,08:10:00,11.61,6
08:10:00,08:15:00,18.56,3
08:15:00,08:20:00,5.21,4
08:20:00,08:25:00,20.91,11
08:25:00,08:30:00,15.65,7
08:30:00,08:35:00,18.29,6
08:35:00,08:40:00,15.66,4
08:40:00,08:45:00,14.79,5
08:45:00,08:50:00,8.21,6
08:50:00,08:55:00,8.32,4
08:55:00,09:00:00,12.46,5
09:00:00,09:05:00,5.22,6
09:05:00,09:10:00,8.58,2
09:10:00,09:15:00,17.47,8
09:15:00,09:20:00,8.85,7
09:20:00,09:25:00,23.3,8
09:25:00,09:30:00,12.04,5
09:30:00,09:35:00,10.8,6
09:35:00,09:40:00,16.76,7
09:40:00,09:45:00,14.13,7
09:45:00,09:50:00,11.85,5
09:50:00,09:55:00,15.46,9
09:55:00,10:00:00,8.67,6
10:00:00,10:05:00,7.54,7
10:05:00,10:10:00,12.8,7
10:10:00,10:15:00,11.98,10
10:15:00,10:20:00,6.83,8
10:20:00,10:25:00,18.87,6
10:25:00,10:30:00,12.56,3
10:30:00,10:35:00,16.54,3
10:35:00,10:40:00,6.41,7
10:40:00,10:45:00,10.44,5
10:45:00,10:50:00,12.98,6
10:50:00,10:55:00,14.55,9
10:55:00,11:00:00,21.1,6
11:00:00,11:05:00,4.84,4
11:05:00,11:10:00,15.48,4
11:10:00,11:15:00,8.5,6
11:15:00,11:20:00,11.48,13
11:20:00,11:25:00,12.62,4
11:25:00,11:30:00,14.16,6
11:30:00,11:35:00,5.55,7
11:35:00,11:40:00,13.14,5
11:40:00,11:45:00,14.24,7
11:45:00,11:50:00,10.18,3
11:50:00,11:55:00,10.8,3
11:55:00,12:00:00,10.95,15
12:00:00,12:05:00,2.91,2
12:05:00,12:10:00,11.53,7
12:10:00,12:15:00,4.26,6
12:15:00,12:20:00,5.95,5
12:20:00,12:25:00,12.06,7
12:25:00,12:30:00,10.67,9
12:30:00,12:35:00,16.75,1
12:35:00,12:40:00,11.62,8
12:40:00,12:45:00,4.7,5
12:45:00,12:50:00,9.09,8
12:50:00,12:55:00,8.99,4
12:55:00,13:00:00,10.8,4
13:00:00,13:05:00,9.68,5
13:05:00,13:10:00,6.85,6
13:10:00,13:15:00,11.29,8
13:15:00,13:20:00,0.87,5
13:20:00,13:25:00,22.43,4
13:25:00,13:30:00,8.7,6
13:30:00,13:35:00,9.73,2
13:35:00,13:40:00,11.15,5
13:40:00,13:45:00,10.6,6
13:45:00,13:50:00,5,5
13:50:00,13:55:00,7.72,7
13:55:00,14:00:00,11.28,5
14:00:00,14:05:00,5.46,8
14:05:00,14:10:00,9.78,4
14:10:00,14:15:00,5.92,3
14:15:00,14:20:00,4.65,6
14:20:00,14:25:00,6.94,3
14:25:00,14:30:00,7.28,3
14:30:00,14:35:00,6.78,5
14:35:00,14:40:00,8.64,7
14:40:00,14:45:00,17.58,4
14:45:00,14:50:00,3.86,10
14:50:00,14:55:00,13.91,7
14:55:00,15:00:00,10.24,7
15:00:00,15:05:00,6.28,3
15:05:00,15:10:00,4.03,5
15:10:00,15:15:00,9.19,5
15:15:00,15:20:00,15.32,6
15:20:00,15:25:00,12.16,11
15:25:00,15:30:00,21.38,3
15:30:00,15:35:00,18.35,8
15:35:00,15:40:00,5.44,5
15:40:00,15:45:00,4.33,3
15:45:00,15:50:00,8.67,11
15:50:00,15:55:00,5.02,3
15:55:00,16:00:00,9.77,5
16:00:00,16:05:00,20.63,1
16:05:00,16:10:00,4.41,4
16:10:00,16:15:00,12.72,8
16:15:00,16:20:00,11.32,7
16:20:00,16:25:00,6.94,3
16:25:00,16:30:00,21.37,4
16:30:00,16:35:00,9.62,4
16:35:00,16:40:00,10.26,9
16:40:00,16:45:00,5.74,6
16:45:00,16:50:00,5.5,13
16:50:00,16:55:00,18.64,5
16:55:00,17:00:00,15.67,4
17:00:00,17:05:00,9.11,6
17:05:00,17:10:00,3.25,5
17:10:00,17:15:00,9.06,8
17:15:00,17:20:00,5.39,8
17:20:00,17:25:00,15.48,5
17:25:00,17:30:00,8.1,4
17:30:00,17:35:00,4.8,5
17:35:00,17:40:00,0.04,1
17:40:00,17:45:00,13.42,2
17:45:00,17:50:00,4.25,9
17:50:00,17:55:00,6.44,9
17:55:00,18:00:00,8.08,5
18:00:00,18:05:00,7.1,7
18:05:00,18:10:00,6.69,2
18:10:00,18:15:00,10.9,4
18:15:00,18:20:00,4.73,3
18:20:00,18:25:00,14.34,3
18:25:00,18:30:00,10.25,6
18:30:00,18:35:00,5.83,8
18:35:00,18:40:00,10.26,7
18:40:00,18:45:00,5.62,3
18:45:00,18:50:00,16.09,2
18:50:00,18:55:00,7.57,5
18:55:00,19:00:00,12.92,6
19:00:00,19:05:00,14.26,7
19:05:00,19:10:00,12.32,6
19:10:00,19:15:00,10.39,5
19:15:00,19:20:00,11.67,4
19:20:00,19:25:00,11.53,7
19:25:00,19:30:00,12.82,3
19:30:00,19:35:00,8.23,3
19:35:00,19:40:00,9.99,11
19:40:00,19:45:00,9.54,6
19:45:00,19:50:00,8.99,7
19:50:00,19:55:00,14.4,5
19:55:00,20:00:00,4.31,3
20:00:00,20:05:00,17.83,9
20:05:00,20:10:00,12.36,2
20:10:00,20:15:00,6.93,5
20:15:00,20:20:00,0.91,1
20:20:00,20:25:00,15.6,8
20:25:00,20:30:00,10.8,3
20:30:00,20:35:00,14.38,3
20:35:00,20:40:00,10.31,5
20:40:00,20:45:00,0.42,2
20:45:00,20:50:00,14.53,8
20:50:00,20:55:00,22.09,3
20:55:00,21:00:00,9.79,7
21:00:00,21:05:00,12.06,9
21:05:00,21:10:00,15.09,3
21:10:00,21:15:00,9.77,7
21:15:00,21:20:00,15.97,7
21:20:00,21:25:00,19.52,4
21:25:00,21:30:00,13.47,4
21:30:00,21:35:00,13.21,6
21:35:00,21:40:00,5.17,6
21:40:00,21:45:00,12.39,3
21:45:00,21:50:00,9.33,3
21:50:00,21:55:00,9.62,5
21:55:00,22:00:00,7.05,8
22:00:00,22:05:00,22.4,2
22:05:00,22:10:00,30.21,2
22:10:00,22:15:00,11.84,8
22:20:00,22:25:00,16.59,5
22:25:00,22:30:00,20.2,5
22:30:00,22:35:00,11.84,7
22:35:00,22:40:00,8.21,1
22:40:00,22:45:00,14.6,2
22:50:00,22:55:00,22.22,7
22:55:00,23:00:00,13.18,2
23:00:00,23:05:00,15.71,4
23:05:00,23:10:00,14.02,4
23:10:00,23:15:00,15.73,7
23:15:00,23:20:00,16.16,3
23:20:00,23:25:00,27.24,4
23:25:00,23:30:00,1.9,3
23:30:00,23:35:00,0.41,1
23:35:00,23:40:00,15.25,6
23:40:00,23:45:00,25.1,2
23:45:00,23:50:00,20.12,5
23:50:00,23:55:00,21.97,4
