FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,35.25,1
00:00:00,00:05:00,25.95,3
00:05:00,00:10:00,26.86,1
00:15:00,00:20:00,21.82,2
00:20:00,00:25:00,24.93,2
00:25:00,00:30:00,18.96,2
00:30:00,00:35:00,31.92,2
00:40:00,00:45:00,23.98,5
00:45:00,00:50:00,21.48,3
00:50:00,00:55:00,28.2,1
00:55:00,01:00:00,28.63,2
01:00:00,01:05:00,17.81,2
01:05:00,01:10:00,31.52,3
01:10:00,01:15:00,25.48,4
01:15:00,01:20:00,17.14,3
01:20:00,01:25:00,17.53,2
01:25:00,01:30:00,18.65,2
01:35:00,01:40:00,25.45,4
01:40:00,01:45:00,25.42,2
01:45:00,01:50:00,11.52,5
01:50:00,01:55:00,0.31,1
01:55:00,02:00:00,21.29,3
02:00:00,02:05:00,26.03,1
02:05:00,02:10:00,12.42,3
02:10:00,02:15:00,22.85,6
02:20:00,02:25:00,27.76,3
02:25:00,02:30:00,27.03,2
02:30:00,02:35:00,30.76,1
02:35:00,02:40:00,42.21,3
02:40:00,02:45:00,43.89,3
02:50:00,02:55:00,24.05,3
02:55:00,03:00:00,27.58,2
03:00:00,03:05:00,21.66,3
03:10:00,03:15:00,19.22,2
03:15:00,03:20:00,23.22,2
03:20:00,03:25:00,13.04,3
03:30:00,03:35:00,17.58,3
03:35:00,03:40:00,18.28,2
03:40:00,03:45:00,2.25,1
03:45:00,03:50:00,27.74,1
03:50:00,03:55:00,19.05,2
03:55:00,04:00:00,20.54,3
04:05:00,04:10:00,0.15,1
04:10:00,04:15:00,35.09,3
04:20:00,04:25:00,20.28,2
04:30:00,04:35:00,25.76,4
04:35:00,04:40:00,19.77,3
04:45:00,04:50:00,5.55,2
04:50:00,04:55:00,35.76,2
04:55:00,05:00:00,24.3,4
05:00:00,05:05:00,13.98,1
05:05:00,05:10:00,13.78,3
05:10:00,05:15:00,14.71,1
05:15:00,05:20:00,19.79,6
05:20:00,05:25:00,24.47,3
05:25:00,05:30:00,20.55,3
05:30:00,05:35:00,16.49,6
05:35:00,05:40:00,16.57,5
05:40:00,05:45:00,22.68,5
05:45:00,05:50:00,20.14,1
05:50:00,05:55:00,15.04,3
05:55:00,06:00:00,13.31,6
06:00:00,06:05:00,18.44,13
06:05:00,06:10:00,16.57,11
