timestamp,day,car,motorcycle,pickup,bus,7up,truck,trailer,total
12/9/2022,Friday,10322,14044,3032,138,1253,281,3,29073
12/27/2022,Tuesday,10921,13276,3031,163,1219,275,4,28889
12/14/2022,Wednesday,11094,12613,3069,158,1527,312,8,28781
12/1/2022,Thursday,10244,13960,2897,147,1265,258,4,28775
12/22/2022,Thursday,10318,13951,2878,141,1111,258,2,28659
