timestamp,day,car,motorcycle,pickup,bus,7up,truck,trailer,total
12/31/2022,Saturday,19798,14940,2345,513,2266,280,6,40148
12/5/2022,Monday,20065,17624,3406,596,2486,425,24,44626
12/4/2022,Sunday,21695,16991,3405,546,2534,421,31,45623
12/25/2022,Sunday,22384,17157,3575,530,2724,462,36,46868
12/11/2022,Sunday,22059,18083,3613,539,2714,407,29,47444
