timestamp,day,car,motorcycle,pickup,bus,7up,truck,trailer,total
12/7/2022,Wednesday,5665,13727,1209,12,821,99,0,21533
12/13/2022,Tuesday,5649,13595,1178,29,848,92,1,21392
12/15/2022,Thursday,5720,13508,1164,39,785,121,2,21339
12/2/2022,Friday,5491,13747,1173,11,794,115,0,21331
12/1/2022,Thursday,5543,13709,1098,19,818,100,4,21291
