timestamp,day,car,motorcycle,pickup,bus,7up,truck,trailer,total
12/13/2022,Tuesday,5721,12160,1143,6,435,76,4,19545
12/22/2022,Thursday,6016,12022,1044,13,376,68,4,19543
12/15/2022,Thursday,5669,12062,1064,6,486,62,3,19352
12/7/2022,Wednesday,5579,12151,1054,14,434,50,4,19286
12/14/2022,Wednesday,5689,11898,1026,8,463,79,0,19163
