FromTime,ToTime,AverageSpeed,NumberOfVehicle,Date,Day
14:35,14:40:00,17.03,17,2023-01-17,Tuesday
14:30,14:35:00,18.62,15,2023-01-17,Tuesday
12:55,13:00:00,14.31,13,2023-01-17,Tuesday
13:00,13:05:00,18.93,13,2023-01-17,Tuesday
13:05,13:10:00,15.66,15,2023-01-17,Tuesday
13:10,13:15:00,21.54,17,2023-01-17,Tuesday
13:15,13:20:00,18.64,14,2023-01-17,Tuesday
13:20,13:25:00,15.63,21,2023-01-17,Tuesday
13:25,13:30:00,10.81,9,2023-01-17,Tuesday
13:30,13:35:00,13.74,12,2023-01-17,Tuesday
13:35,13:40:00,15.78,14,2023-01-17,Tuesday
13:40,13:45:00,19.24,13,2023-01-17,Tuesday
13:45,13:50:00,12.59,14,2023-01-17,Tuesday
13:50,13:55:00,11.11,15,2023-01-17,Tuesday
13:55,14:00:00,15.82,11,2023-01-17,Tuesday
14:00,14:05:00,14.01,11,2023-01-17,Tuesday
14:05,14:10:00,14.36,11,2023-01-17,Tuesday
14:10,14:15:00,14.26,17,2023-01-17,Tuesday
14:15,14:20:00,24.08,5,2023-01-17,Tuesday
14:20,14:25:00,13.21,15,2023-01-17,Tuesday
14:25,14:30:00,13.51,10,2023-01-17,Tuesday
12:45,12:50:00,17.48,13,2023-01-17,Tuesday
18:05,18:10:00,16.34,3,2023-02-07,Tuesday
10:25,10:30:00,12.69,11,2023-01-17,Tuesday
17:55,18:00:00,10.11,12,2023-02-07,Tuesday
23:40,23:45:00,21.63,4,2023-02-07,Tuesday
23:45,23:50:00,23.66,9,2023-02-07,Tuesday
23:50,23:55:00,18.84,9,2023-02-07,Tuesday
23:55,00:00:00,37.39,6,2023-02-07,Tuesday
00:00,00:05:00,29.23,1,2023-02-07,Tuesday
00:05,00:10:00,28.69,5,2023-02-07,Tuesday
00:10,00:15:00,27.83,10,2023-02-07,Tuesday
00:15,00:20:00,35.97,4,2023-02-07,Tuesday
00:20,00:25:00,28.25,10,2023-02-07,Tuesday
00:25,00:30:00,26.73,7,2023-02-07,Tuesday
