timestamp,day,car,motorcycle,pickup,bus,7up,truck,trailer,total
12/1/2022,Thursday,8332,7111,2424,400,1047,754,403,20471
12/16/2022,Friday,8190,7056,2399,370,998,964,450,20427
12/2/2022,Friday,7959,7140,2445,370,1038,857,446,20255
12/13/2022,Tuesday,8449,6954,2317,359,993,747,431,20250
12/14/2022,Wednesday,8554,6562,2435,360,1072,821,445,20249
