timestamp,day,car,motorcycle,pickup,bus,7up,truck,trailer,total
12/31/2022,Saturday,10148,5983,1507,92,821,75,1,18627
12/5/2022,Monday,9251,6850,2117,131,799,164,5,19317
12/4/2022,Sunday,10187,6227,2273,115,807,197,12,19818
12/11/2022,Sunday,10447,6459,2244,118,882,180,4,20334
12/25/2022,Sunday,10920,6225,2116,126,887,242,9,20525
