FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,15.93,4
00:00:00,00:05:00,41.79,8
00:05:00,00:10:00,32.79,5
00:10:00,00:15:00,32.09,3
00:15:00,00:20:00,25.37,2
00:20:00,00:25:00,32.18,7
00:25:00,00:30:00,39.09,10
00:30:00,00:35:00,30.12,4
00:35:00,00:40:00,25.94,8
00:40:00,00:45:00,45.39,6
00:45:00,00:50:00,24.03,3
00:50:00,00:55:00,45.63,2
00:55:00,01:00:00,28.9,7
01:00:00,01:05:00,43.78,7
01:05:00,01:10:00,24.76,7
01:10:00,01:15:00,27.97,6
01:15:00,01:20:00,22.73,4
01:20:00,01:25:00,22.09,8
01:25:00,01:30:00,34.39,5
01:30:00,01:35:00,25.33,4
01:35:00,01:40:00,32.75,12
01:40:00,01:45:00,21.65,5
01:45:00,01:50:00,20.48,5
01:50:00,01:55:00,33.37,4
01:55:00,02:00:00,20.6,1
02:00:00,02:05:00,32.4,8
02:05:00,02:10:00,24.81,4
02:10:00,02:15:00,17.18,2
02:15:00,02:20:00,29.74,7
02:20:00,02:25:00,35.98,5
02:25:00,02:30:00,32.68,10
02:30:00,02:35:00,32.59,3
02:35:00,02:40:00,24.07,3
02:40:00,02:45:00,40.44,2
02:45:00,02:50:00,39.12,5
02:55:00,03:00:00,43.54,6
03:00:00,03:05:00,2.5,2
03:05:00,03:10:00,35.51,2
03:10:00,03:15:00,14.27,5
03:15:00,03:20:00,22.48,6
03:20:00,03:25:00,39.88,2
03:25:00,03:30:00,29.49,8
03:30:00,03:35:00,23.25,4
03:35:00,03:40:00,30.56,6
03:40:00,03:45:00,31.1,6
03:45:00,03:50:00,49.29,4
03:50:00,03:55:00,27.12,13
03:55:00,04:00:00,23.52,9
04:00:00,04:05:00,29.58,7
04:05:00,04:10:00,51.1,6
04:10:00,04:15:00,39.41,6
04:15:00,04:20:00,21.74,11
04:20:00,04:25:00,17.15,6
04:25:00,04:30:00,34.29,4
04:30:00,04:35:00,32.71,15
04:35:00,04:40:00,15.33,6
04:40:00,04:45:00,22.43,5
04:45:00,04:50:00,24.8,6
04:50:00,04:55:00,25.48,4
05:00:00,05:05:00,26.04,4
05:05:00,05:10:00,25.77,16
05:10:00,05:15:00,24.49,13
05:15:00,05:20:00,29.02,7
05:20:00,05:25:00,31.43,7
05:25:00,05:30:00,36.43,7
05:30:00,05:35:00,24.67,10
05:35:00,05:40:00,26.63,2
05:40:00,05:45:00,35.02,7
05:45:00,05:50:00,30.14,7
05:50:00,05:55:00,19.16,13
05:55:00,06:00:00,23.05,6
06:00:00,06:05:00,31.17,4
06:05:00,06:10:00,23.04,11
06:10:00,06:15:00,23.14,11
06:15:00,06:20:00,32.07,14
06:20:00,06:25:00,24.82,10
06:25:00,06:30:00,26.95,6
06:30:00,06:35:00,21.62,10
06:35:00,06:40:00,25.29,15
06:40:00,06:45:00,22.9,7
06:45:00,06:50:00,15.68,11
06:50:00,06:55:00,17.05,16
06:55:00,07:00:00,24.41,11
07:00:00,07:05:00,19.09,8
07:05:00,07:10:00,21.16,18
07:10:00,07:15:00,29.93,14
07:15:00,07:20:00,12.47,7
07:20:00,07:25:00,12.51,10
07:25:00,07:30:00,15.42,11
07:30:00,07:35:00,20.5,7
07:35:00,07:40:00,20.59,10
07:40:00,07:45:00,16.52,9
07:45:00,07:50:00,21.46,15
07:50:00,07:55:00,19.43,14
07:55:00,08:00:00,19.04,13
08:00:00,08:05:00,23.64,18
08:05:00,08:10:00,22.9,16
08:10:00,08:15:00,26.02,12
08:15:00,08:20:00,21.2,21
08:20:00,08:25:00,19.01,9
08:25:00,08:30:00,22.75,11
08:30:00,08:35:00,18.93,22
08:35:00,08:40:00,24.44,13
08:40:00,08:45:00,20.36,15
08:45:00,08:50:00,26.83,12
08:50:00,08:55:00,22.05,13
08:55:00,09:00:00,23.79,20
09:00:00,09:05:00,19.67,15
09:05:00,09:10:00,25.66,11
09:10:00,09:15:00,27.76,7
09:15:00,09:20:00,23.89,13
09:20:00,09:25:00,21.07,11
09:25:00,09:30:00,30.05,13
09:30:00,09:35:00,22.22,19
09:35:00,09:40:00,27.08,20
09:40:00,09:45:00,19.35,19
09:45:00,09:50:00,21.73,18
09:50:00,09:55:00,26.87,15
09:55:00,10:00:00,32.96,12
10:00:00,10:05:00,28.96,17
10:05:00,10:10:00,19.01,17
10:10:00,10:15:00,21.91,18
10:15:00,10:20:00,23.73,13
10:20:00,10:25:00,25.44,13
10:25:00,10:30:00,22.53,15
10:30:00,10:35:00,21.25,15
10:35:00,10:40:00,20.35,15
10:40:00,10:45:00,29.69,8
10:45:00,10:50:00,24.31,27
10:50:00,10:55:00,26.48,13
10:55:00,11:00:00,16.95,16
11:00:00,11:05:00,17.76,21
11:05:00,11:10:00,21.79,14
11:10:00,11:15:00,19.47,20
