FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,24.68,7
00:00:00,00:05:00,35.62,3
00:05:00,00:10:00,31.61,5
00:10:00,00:15:00,28.23,4
00:15:00,00:20:00,29.54,7
00:20:00,00:25:00,30.94,6
00:25:00,00:30:00,20.63,3
00:30:00,00:35:00,41.83,3
00:35:00,00:40:00,23.79,7
00:40:00,00:45:00,35.56,6
00:45:00,00:50:00,25.93,15
00:50:00,00:55:00,21.95,5
00:55:00,01:00:00,36.84,10
01:00:00,01:05:00,37.99,3
01:05:00,01:10:00,26.76,10
01:10:00,01:15:00,41.61,6
01:15:00,01:20:00,34.9,8
01:20:00,01:25:00,31.49,5
01:25:00,01:30:00,36.69,6
01:30:00,01:35:00,15.4,2
01:35:00,01:40:00,43.43,2
01:40:00,01:45:00,33.14,6
01:45:00,01:50:00,29.28,5
01:50:00,01:55:00,29.84,3
01:55:00,02:00:00,21.46,4
02:00:00,02:05:00,37.81,5
02:05:00,02:10:00,43.8,3
02:15:00,02:20:00,27.77,7
02:20:00,02:25:00,27.68,2
02:25:00,02:30:00,33.96,10
02:30:00,02:35:00,42.18,8
02:35:00,02:40:00,33.21,9
02:40:00,02:45:00,52.46,5
02:45:00,02:50:00,27.5,2
02:50:00,02:55:00,29.59,3
02:55:00,03:00:00,24.76,3
03:00:00,03:05:00,9.45,1
03:05:00,03:10:00,38.32,5
03:10:00,03:15:00,29.66,6
03:15:00,03:20:00,40.64,6
03:20:00,03:25:00,36.21,2
03:25:00,03:30:00,43.67,5
03:30:00,03:35:00,9.68,2
03:35:00,03:40:00,38.37,6
03:40:00,03:45:00,33.13,12
03:45:00,03:50:00,52.62,1
03:50:00,03:55:00,14.48,4
03:55:00,04:00:00,39.27,6
04:00:00,04:05:00,29.23,1
04:05:00,04:10:00,42.28,3
04:10:00,04:15:00,47.19,4
04:15:00,04:20:00,22.46,4
04:20:00,04:25:00,23.99,7
04:25:00,04:30:00,37.16,8
04:30:00,04:35:00,28.05,8
04:35:00,04:40:00,24.59,8
04:40:00,04:45:00,22.35,8
04:45:00,04:50:00,29.47,7
04:50:00,04:55:00,31.57,7
04:55:00,05:00:00,39.96,4
05:00:00,05:05:00,28.64,18
05:05:00,05:10:00,19.13,9
05:10:00,05:15:00,39.43,7
05:15:00,05:20:00,21.04,7
05:20:00,05:25:00,25.61,14
05:25:00,05:30:00,31.71,8
05:30:00,05:35:00,39.78,6
05:35:00,05:40:00,25.18,7
05:40:00,05:45:00,26.32,6
05:45:00,05:50:00,26.08,7
05:50:00,05:55:00,29.05,8
05:55:00,06:00:00,33.53,10
06:00:00,06:05:00,9.9,4
06:05:00,06:10:00,26.61,6
06:10:00,06:15:00,27.21,11
06:15:00,06:20:00,17.34,9
06:20:00,06:25:00,21.64,11
06:25:00,06:30:00,28.74,11
06:30:00,06:35:00,15.23,3
06:35:00,06:40:00,24.88,2
06:40:00,06:45:00,22.24,8
06:45:00,06:50:00,22.89,8
06:50:00,06:55:00,20.85,13
06:55:00,07:00:00,16.2,9
07:00:00,07:05:00,15.72,7
07:05:00,07:10:00,17.31,9
07:10:00,07:15:00,22.15,21
07:15:00,07:20:00,18.53,11
07:20:00,07:25:00,15.7,10
07:25:00,07:30:00,22,7
07:30:00,07:35:00,21.02,15
07:35:00,07:40:00,25.57,9
07:40:00,07:45:00,21.94,19
07:45:00,07:50:00,18.48,6
07:50:00,07:55:00,15,8
07:55:00,08:00:00,21.47,11
08:00:00,08:05:00,15.55,8
08:05:00,08:10:00,21.5,17
08:10:00,08:15:00,20.78,5
08:15:00,08:20:00,21.07,11
08:20:00,08:25:00,19.49,19
08:25:00,08:30:00,24.11,12
08:30:00,08:35:00,15.63,12
08:35:00,08:40:00,26.21,4
08:40:00,08:45:00,21.15,14
08:45:00,08:50:00,17.46,17
08:50:00,08:55:00,18.3,13
08:55:00,09:00:00,22.54,22
09:00:00,09:05:00,20.59,13
09:05:00,09:10:00,22.78,7
09:10:00,09:15:00,17.92,11
09:15:00,09:20:00,19.05,11
09:20:00,09:25:00,10.84,10
09:25:00,09:30:00,24.2,12
09:30:00,09:35:00,19.39,20
09:35:00,09:40:00,26.5,12
09:40:00,09:45:00,26.84,26
09:45:00,09:50:00,23.04,16
09:50:00,09:55:00,17.9,8
09:55:00,10:00:00,18.3,15
10:00:00,10:05:00,20.85,12
10:05:00,10:10:00,20.88,17
10:10:00,10:15:00,25.32,8
10:15:00,10:20:00,17.14,9
10:20:00,10:25:00,22.04,13
10:25:00,10:30:00,24.23,17
10:30:00,10:35:00,33.53,12
10:35:00,10:40:00,21.49,15
10:40:00,10:45:00,19.87,14
10:45:00,10:50:00,21.03,22
10:50:00,10:55:00,17.54,10
10:55:00,11:00:00,27.31,17
11:00:00,11:05:00,26.29,12
11:05:00,11:10:00,18.3,13
11:10:00,11:15:00,18.74,14
11:15:00,11:20:00,11.08,6
11:20:00,11:25:00,20.05,18
