FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,26.74,12
00:00:00,00:05:00,32.81,4
00:05:00,00:10:00,34.04,4
00:10:00,00:15:00,34.79,8
00:15:00,00:20:00,35.07,8
00:20:00,00:25:00,29.18,13
00:25:00,00:30:00,35.52,6
00:30:00,00:35:00,32.17,11
00:35:00,00:40:00,24.79,9
00:40:00,00:45:00,23,8
00:45:00,00:50:00,32.34,8
00:50:00,00:55:00,28.23,3
00:55:00,01:00:00,38.3,10
01:00:00,01:05:00,23.42,4
01:05:00,01:10:00,32.87,10
01:10:00,01:15:00,42.3,10
01:15:00,01:20:00,43.68,3
01:20:00,01:25:00,33.51,5
01:25:00,01:30:00,30.09,3
01:30:00,01:35:00,29.99,6
01:35:00,01:40:00,41.79,10
01:40:00,01:45:00,33.76,5
01:45:00,01:50:00,34.39,8
01:50:00,01:55:00,32.63,13
01:55:00,02:00:00,11.18,2
02:00:00,02:05:00,35.29,6
02:05:00,02:10:00,21.28,5
02:10:00,02:15:00,24.43,6
02:15:00,02:20:00,25.35,5
02:20:00,02:25:00,24.29,4
02:25:00,02:30:00,37.31,8
02:30:00,02:35:00,19.71,5
02:35:00,02:40:00,38.14,2
02:40:00,02:45:00,26.48,13
02:45:00,02:50:00,35.08,6
02:50:00,02:55:00,30.79,9
02:55:00,03:00:00,30.2,9
03:00:00,03:05:00,47.26,2
03:05:00,03:10:00,17.02,2
03:10:00,03:15:00,31.05,5
03:15:00,03:20:00,21.28,6
03:20:00,03:25:00,19.46,4
03:25:00,03:30:00,31.35,4
03:30:00,03:35:00,32.07,9
03:35:00,03:40:00,23.21,6
03:40:00,03:45:00,30.84,5
03:45:00,03:50:00,24.18,5
03:50:00,03:55:00,33.26,10
03:55:00,04:00:00,40.69,2
04:00:00,04:05:00,33.92,9
04:05:00,04:10:00,30.77,6
04:10:00,04:15:00,25.61,10
04:15:00,04:20:00,28.66,4
04:20:00,04:25:00,21.6,9
04:25:00,04:30:00,27.73,10
04:30:00,04:35:00,43.06,2
04:35:00,04:40:00,28.87,3
04:40:00,04:45:00,25.31,8
04:45:00,04:50:00,29.71,8
04:50:00,04:55:00,21.95,6
04:55:00,05:00:00,24.1,6
05:00:00,05:05:00,30.97,7
05:05:00,05:10:00,24.47,6
05:10:00,05:15:00,20.95,9
05:15:00,05:20:00,27.12,6
05:20:00,05:25:00,27.9,9
05:25:00,05:30:00,28.94,13
05:30:00,05:35:00,18.96,6
05:35:00,05:40:00,22.02,10
05:40:00,05:45:00,25.41,11
05:45:00,05:50:00,45.49,4
05:50:00,05:55:00,27,5
05:55:00,06:00:00,23.27,5
06:00:00,06:05:00,21.66,12
06:05:00,06:10:00,17.79,10
06:10:00,06:15:00,25.89,7
06:15:00,06:20:00,19.48,8
06:20:00,06:25:00,27.08,10
06:25:00,06:30:00,24.44,12
06:30:00,06:35:00,28.52,5
06:35:00,06:40:00,24.23,9
06:40:00,06:45:00,24.27,12
06:45:00,06:50:00,22.96,13
06:50:00,06:55:00,29.58,15
06:55:00,07:00:00,27.14,16
07:00:00,07:05:00,24,7
07:05:00,07:10:00,17.83,13
07:10:00,07:15:00,13.2,4
07:15:00,07:20:00,15.23,8
07:20:00,07:25:00,23.16,13
07:25:00,07:30:00,23.19,6
07:30:00,07:35:00,30.41,10
07:35:00,07:40:00,28.24,9
07:40:00,07:45:00,23.74,7
07:45:00,07:50:00,17.08,13
07:50:00,07:55:00,21.98,10
07:55:00,08:00:00,20.12,12
08:00:00,08:05:00,20.16,9
08:05:00,08:10:00,27.69,6
08:10:00,08:15:00,18.42,9
08:15:00,08:20:00,19.62,13
08:20:00,08:25:00,26.12,12
08:25:00,08:30:00,20.94,13
08:30:00,08:35:00,16.57,9
08:35:00,08:40:00,12.99,8
08:40:00,08:45:00,15.63,7
08:45:00,08:50:00,22.59,13
08:50:00,08:55:00,18.38,10
08:55:00,09:00:00,24.54,10
09:00:00,09:05:00,21.01,15
09:05:00,09:10:00,15.39,21
09:10:00,09:15:00,28.02,9
09:15:00,09:20:00,21.78,14
09:20:00,09:25:00,23.98,10
