FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,25.79,10
00:00:00,00:05:00,35.74,6
00:05:00,00:10:00,39.08,8
00:10:00,00:15:00,34.43,4
00:15:00,00:20:00,30.76,12
00:20:00,00:25:00,34.15,10
00:25:00,00:30:00,32.76,9
00:30:00,00:35:00,24.92,5
00:35:00,00:40:00,33.18,10
00:40:00,00:45:00,43.78,2
00:45:00,00:50:00,34.8,7
00:50:00,00:55:00,32.01,8
00:55:00,01:00:00,36.81,6
01:00:00,01:05:00,29.2,7
01:05:00,01:10:00,40.27,5
01:10:00,01:15:00,35.71,8
01:15:00,01:20:00,26.21,5
01:20:00,01:25:00,25.2,10
01:25:00,01:30:00,13.98,3
01:30:00,01:35:00,29.36,8
01:35:00,01:40:00,24.01,4
01:40:00,01:45:00,30.19,8
01:45:00,01:50:00,31.18,7
01:50:00,01:55:00,28.71,8
01:55:00,02:00:00,18.98,3
02:00:00,02:05:00,26.66,5
02:05:00,02:10:00,41.75,3
02:10:00,02:15:00,33.63,8
02:15:00,02:20:00,19.87,6
02:20:00,02:25:00,38.74,6
02:25:00,02:30:00,33.17,6
02:30:00,02:35:00,35.89,6
02:35:00,02:40:00,28.15,5
02:40:00,02:45:00,26.85,12
02:45:00,02:50:00,32.45,6
02:50:00,02:55:00,32.09,7
02:55:00,03:00:00,30.1,7
03:05:00,03:10:00,33.33,5
03:10:00,03:15:00,52.62,2
03:15:00,03:20:00,29.03,6
03:20:00,03:25:00,36.85,8
03:25:00,03:30:00,13.87,4
03:30:00,03:35:00,22.53,7
03:35:00,03:40:00,30.26,11
03:40:00,03:45:00,42.08,8
03:45:00,03:50:00,35.58,10
03:50:00,03:55:00,28.16,10
03:55:00,04:00:00,5.75,2
04:00:00,04:05:00,28.63,8
04:05:00,04:10:00,23.99,6
04:10:00,04:15:00,24.84,9
04:15:00,04:20:00,28.22,5
04:20:00,04:25:00,47.5,1
04:25:00,04:30:00,28.13,10
04:30:00,04:35:00,27.71,6
04:35:00,04:40:00,32.57,14
04:40:00,04:45:00,27.4,5
