FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,19.97,6
00:00:00,00:05:00,23.43,7
00:05:00,00:10:00,30.2,6
00:10:00,00:15:00,27.01,5
00:15:00,00:20:00,35.64,5
00:20:00,00:25:00,26.18,8
00:25:00,00:30:00,19.54,2
00:30:00,00:35:00,29.91,2
00:35:00,00:40:00,24.94,7
00:40:00,00:45:00,28.22,5
00:45:00,00:50:00,25.65,6
00:50:00,00:55:00,24.2,9
00:55:00,01:00:00,20,7
01:00:00,01:05:00,21.15,10
01:05:00,01:10:00,35.98,3
01:10:00,01:15:00,23.21,2
01:15:00,01:20:00,16.19,3
01:20:00,01:25:00,17.47,4
01:25:00,01:30:00,24.7,6
01:30:00,01:35:00,24.94,5
01:35:00,01:40:00,29.68,1
01:40:00,01:45:00,7.86,2
01:45:00,01:50:00,28.28,9
01:50:00,01:55:00,28.38,5
01:55:00,02:00:00,19.35,2
02:00:00,02:05:00,22.88,2
02:05:00,02:10:00,35.03,4
02:10:00,02:15:00,27.29,1
02:15:00,02:20:00,41.27,1
02:20:00,02:25:00,24.63,4
02:30:00,02:35:00,22.06,4
02:35:00,02:40:00,27.07,2
02:40:00,02:45:00,32.05,5
02:45:00,02:50:00,17.9,6
02:50:00,02:55:00,31.44,6
02:55:00,03:00:00,30.21,1
03:05:00,03:10:00,25.94,3
03:10:00,03:15:00,12.26,1
03:15:00,03:20:00,29.36,3
03:20:00,03:25:00,25.82,5
03:25:00,03:30:00,35.08,2
03:30:00,03:35:00,19.01,2
03:35:00,03:40:00,1.07,1
03:40:00,03:45:00,38.45,1
03:45:00,03:50:00,23.02,6
03:50:00,03:55:00,35.49,3
03:55:00,04:00:00,28.8,2
04:00:00,04:05:00,15.63,3
04:05:00,04:10:00,8.09,4
04:10:00,04:15:00,26.23,10
04:15:00,04:20:00,23.46,3
04:20:00,04:25:00,10.71,1
04:25:00,04:30:00,18.56,2
04:30:00,04:35:00,21.16,5
04:35:00,04:40:00,28.31,5
04:40:00,04:45:00,16.36,4
04:45:00,04:50:00,32.73,4
04:50:00,04:55:00,27.8,4
04:55:00,05:00:00,31.46,6
05:00:00,05:05:00,22.96,8
05:05:00,05:10:00,27.06,10
05:10:00,05:15:00,20.26,12
05:15:00,05:20:00,21,8
05:20:00,05:25:00,30.21,1
05:25:00,05:30:00,24.23,11
05:30:00,05:35:00,24.81,7
05:35:00,05:40:00,20.69,4
05:40:00,05:45:00,17.15,13
05:45:00,05:50:00,18.57,6
05:50:00,05:55:00,19.21,12
05:55:00,06:00:00,20.23,10
06:00:00,06:05:00,21.24,7
06:05:00,06:10:00,18.43,5
06:10:00,06:15:00,20.34,9
06:15:00,06:20:00,20.87,7
06:20:00,06:25:00,21.26,6
06:25:00,06:30:00,22.58,11
06:30:00,06:35:00,21.37,5
06:35:00,06:40:00,22.36,11
06:40:00,06:45:00,19.17,7
06:45:00,06:50:00,19.54,7
06:50:00,06:55:00,32.74,15
06:55:00,07:00:00,15.17,9
07:00:00,07:05:00,24.77,12
07:05:00,07:10:00,21.66,12
07:10:00,07:15:00,20.3,17
07:15:00,07:20:00,17.53,10
07:20:00,07:25:00,17.29,12
07:25:00,07:30:00,21.09,11
07:30:00,07:35:00,23.99,6
07:35:00,07:40:00,24.64,5
07:40:00,07:45:00,20.42,5
07:45:00,07:50:00,18.24,9
07:50:00,07:55:00,15.8,7
07:55:00,08:00:00,18.38,7
08:00:00,08:05:00,19.78,12
08:05:00,08:10:00,24.51,6
08:10:00,08:15:00,19.57,15
08:15:00,08:20:00,25.01,8
08:20:00,08:25:00,15.84,13
08:25:00,08:30:00,27.62,11
08:30:00,08:35:00,19.74,14
08:35:00,08:40:00,31.29,12
08:40:00,08:45:00,21.16,9
08:45:00,08:50:00,24.9,11
08:50:00,08:55:00,19.83,9
08:55:00,09:00:00,13.62,15
09:00:00,09:05:00,20.34,14
09:05:00,09:10:00,11.46,13
09:10:00,09:15:00,19.03,23
09:15:00,09:20:00,10.49,6
09:20:00,09:25:00,22.57,9
09:25:00,09:30:00,21.78,8
09:30:00,09:35:00,15.06,6
09:35:00,09:40:00,16.18,10
09:40:00,09:45:00,8.39,13
09:45:00,09:50:00,19.96,13
09:50:00,09:55:00,16.77,17
09:55:00,10:00:00,17.19,14
10:00:00,10:05:00,12.57,11
10:05:00,10:10:00,14.22,12
10:10:00,10:15:00,17.25,6
10:15:00,10:20:00,16.45,15
10:20:00,10:25:00,16.26,10
10:25:00,10:30:00,18.56,5
10:30:00,10:35:00,12.26,9
10:35:00,10:40:00,11.52,14
10:40:00,10:45:00,14.79,15
10:45:00,10:50:00,18.4,7
10:50:00,10:55:00,11.65,10
10:55:00,11:00:00,15.17,7
11:00:00,11:05:00,23.28,7
11:05:00,11:10:00,15.95,19
11:10:00,11:15:00,8.86,11
11:15:00,11:20:00,12.08,17
11:20:00,11:25:00,20.51,11
11:25:00,11:30:00,8.23,6
11:30:00,11:35:00,21.1,5
11:35:00,11:40:00,16.14,10
11:40:00,11:45:00,17.66,11
11:45:00,11:50:00,18.85,12
11:50:00,11:55:00,10.66,16
11:55:00,12:00:00,15.61,9
12:00:00,12:05:00,18.06,4
12:05:00,12:10:00,18.07,8
12:10:00,12:15:00,14.24,11
12:15:00,12:20:00,16.14,18
12:20:00,12:25:00,10.99,12
12:25:00,12:30:00,16.63,11
12:30:00,12:35:00,23.07,9
12:35:00,12:40:00,12.73,13
12:40:00,12:45:00,11.18,15
12:45:00,12:50:00,16.39,8
12:50:00,12:55:00,18.1,9
12:55:00,13:00:00,6.04,4
13:00:00,13:05:00,23.51,10
13:05:00,13:10:00,11.09,10
13:10:00,13:15:00,19.03,8
13:15:00,13:20:00,20.3,8
13:20:00,13:25:00,9.69,16
13:25:00,13:30:00,17.89,5
13:30:00,13:35:00,10.84,12
13:35:00,13:40:00,14.04,10
13:40:00,13:45:00,21.63,4
13:45:00,13:50:00,9.41,15
13:50:00,13:55:00,13.92,7
13:55:00,14:00:00,14.22,18
14:00:00,14:05:00,14.25,6
14:05:00,14:10:00,14.75,10
14:10:00,14:15:00,14.62,14
14:15:00,14:20:00,8.12,9
14:20:00,14:25:00,10.43,14
14:25:00,14:30:00,16.07,10
14:30:00,14:35:00,16.14,14
14:35:00,14:40:00,15.69,7
14:40:00,14:45:00,7.1,11
14:45:00,14:50:00,6.22,9
14:50:00,14:55:00,7.14,13
14:55:00,15:00:00,11.72,12
15:00:00,15:05:00,11.26,11
15:05:00,15:10:00,13.06,15
15:10:00,15:15:00,16.28,11
15:15:00,15:20:00,14.94,9
15:20:00,15:25:00,12.18,13
15:25:00,15:30:00,9.79,13
15:30:00,15:35:00,9.82,9
15:35:00,15:40:00,7.41,10
15:40:00,15:45:00,8.51,19
15:45:00,15:50:00,14.42,7
15:50:00,15:55:00,12.89,15
15:55:00,16:00:00,14.13,7
16:00:00,16:05:00,8.99,10
16:05:00,16:10:00,10.7,11
16:10:00,16:15:00,7.47,11
16:15:00,16:20:00,4.43,13
16:20:00,16:25:00,6.21,10
16:25:00,16:30:00,6.32,8
16:30:00,16:35:00,5.69,12
16:35:00,16:40:00,8.95,9
16:40:00,16:45:00,3.78,23
16:45:00,16:50:00,8.37,14
16:50:00,16:55:00,5.38,26
16:55:00,17:00:00,9.11,16
17:00:00,17:05:00,12.09,21
17:05:00,17:10:00,10.28,17
17:10:00,17:15:00,9.47,13
17:15:00,17:20:00,9.77,18
17:20:00,17:25:00,7.44,14
17:25:00,17:30:00,5.37,12
17:30:00,17:35:00,23.51,5
17:35:00,17:40:00,8.18,14
17:40:00,17:45:00,5.32,22
17:45:00,17:50:00,11.28,10
17:50:00,17:55:00,10.49,7
17:55:00,18:00:00,13.01,13
18:00:00,18:05:00,9.13,12
18:05:00,18:10:00,21.66,8
18:10:00,18:15:00,15.17,18
18:15:00,18:20:00,13.17,13
18:20:00,18:25:00,11.56,17
18:25:00,18:30:00,12.23,13
18:30:00,18:35:00,18.04,13
18:35:00,18:40:00,18.35,17
18:40:00,18:45:00,20.51,12
18:45:00,18:50:00,13.44,16
18:50:00,18:55:00,18.56,14
18:55:00,19:00:00,15.26,18
19:00:00,19:05:00,15.71,10
19:05:00,19:10:00,11.82,16
19:10:00,19:15:00,16.35,21
19:15:00,19:20:00,15.41,10
19:20:00,19:25:00,14.12,16
19:25:00,19:30:00,11.49,9
19:30:00,19:35:00,14.05,6
19:35:00,19:40:00,21.22,17
19:40:00,19:45:00,15.32,15
19:45:00,19:50:00,16.01,11
19:50:00,19:55:00,8.28,5
19:55:00,20:00:00,15.08,18
20:00:00,20:05:00,16.31,13
20:05:00,20:10:00,17.88,9
20:10:00,20:15:00,16.59,5
20:15:00,20:20:00,15.5,12
20:20:00,20:25:00,23.32,5
20:25:00,20:30:00,13.37,8
20:30:00,20:35:00,13.12,9
20:35:00,20:40:00,21.22,11
20:40:00,20:45:00,13.37,10
20:45:00,20:50:00,14.03,12
20:50:00,20:55:00,15.92,21
20:55:00,21:00:00,20.06,11
21:00:00,21:05:00,7.98,7
21:05:00,21:10:00,18.4,9
21:10:00,21:15:00,25.06,10
21:15:00,21:20:00,19.98,15
21:20:00,21:25:00,21.95,10
21:25:00,21:30:00,12.05,10
