FromTime,ToTime,AverageSpeed,NumberOfVehicle
00:05:00,00:10:00,21.54,3
00:10:00,00:15:00,18.17,10
00:15:00,00:20:00,3.51,5
00:20:00,00:25:00,18.17,5
00:25:00,00:30:00,32.93,5
00:30:00,00:35:00,10.41,5
00:35:00,00:40:00,24.18,5
00:40:00,00:45:00,34.43,3
00:45:00,00:50:00,18.3,2
00:50:00,00:55:00,14.91,6
01:05:00,01:10:00,35.63,3
01:10:00,01:15:00,18.7,4
01:15:00,01:20:00,30.32,6
01:20:00,01:25:00,14.37,3
01:25:00,01:30:00,25.62,3
01:30:00,01:35:00,1.03,3
01:35:00,01:40:00,12.46,8
01:40:00,01:45:00,28.77,3
01:45:00,01:50:00,0.6,2
01:50:00,01:55:00,0.69,1
02:05:00,02:10:00,31.21,4
02:10:00,02:15:00,9.7,5
02:15:00,02:20:00,32.93,6
02:20:00,02:25:00,38.96,4
02:25:00,02:30:00,21.59,5
02:30:00,02:35:00,26.4,5
02:35:00,02:40:00,7.88,2
02:40:00,02:45:00,33.77,3
02:45:00,02:50:00,27.74,1
02:50:00,02:55:00,11.36,2
03:05:00,03:10:00,25.4,6
03:10:00,03:15:00,9.73,3
03:15:00,03:20:00,10.56,5
03:20:00,03:25:00,14.45,4
03:25:00,03:30:00,21.78,2
03:30:00,03:35:00,30.08,4
03:35:00,03:40:00,25.5,3
03:40:00,03:45:00,0.02,1
03:45:00,03:50:00,16.27,1
03:50:00,03:55:00,41.27,1
04:05:00,04:10:00,26.33,5
04:10:00,04:15:00,21.49,3
04:15:00,04:20:00,28.81,6
04:20:00,04:25:00,21.66,3
04:25:00,04:30:00,28.2,1
04:30:00,04:35:00,21.66,2
04:35:00,04:40:00,17.28,2
04:40:00,04:45:00,26.98,3
04:45:00,04:50:00,17.53,5
04:50:00,04:55:00,17.9,5
05:05:00,05:10:00,23.59,9
05:10:00,05:15:00,28.33,5
05:15:00,05:20:00,2.86,5
05:20:00,05:25:00,21.31,7
05:25:00,05:30:00,14.84,7
05:30:00,05:35:00,26.14,11
05:35:00,05:40:00,14.98,6
05:40:00,05:45:00,20.86,5
05:45:00,05:50:00,22.17,7
05:50:00,05:55:00,13.86,7
06:05:00,06:10:00,21.96,5
06:10:00,06:15:00,15.38,6
06:15:00,06:20:00,9.15,12
06:20:00,06:25:00,11.87,19
06:25:00,06:30:00,19.15,4
06:30:00,06:35:00,16.69,18
06:35:00,06:40:00,18.87,10
06:40:00,06:45:00,10.41,26
06:45:00,06:50:00,19.67,20
06:50:00,06:55:00,9.85,7
07:05:00,07:10:00,3.8,11
07:10:00,07:15:00,4.05,17
07:15:00,07:20:00,1.65,13
07:20:00,07:25:00,2.99,17
07:25:00,07:30:00,3.36,15
07:30:00,07:35:00,5.85,12
07:35:00,07:40:00,4.33,9
07:40:00,07:45:00,6.76,6
07:45:00,07:50:00,5.37,22
07:50:00,07:55:00,4.67,17
08:05:00,08:10:00,3.82,11
08:10:00,08:15:00,7.32,17
08:15:00,08:20:00,9.54,9
08:20:00,08:25:00,5.19,18
08:25:00,08:30:00,4.52,7
08:30:00,08:35:00,3.46,8
08:35:00,08:40:00,8.44,15
08:40:00,08:45:00,6.39,7
08:45:00,08:50:00,6.72,14
08:50:00,08:55:00,6.59,11
09:05:00,09:10:00,6.73,6
09:10:00,09:15:00,16.41,13
09:15:00,09:20:00,11.7,14
09:20:00,09:25:00,9.22,13
09:25:00,09:30:00,7.71,14
09:30:00,09:35:00,5.21,11
09:35:00,09:40:00,7.61,8
09:40:00,09:45:00,4.38,16
09:45:00,09:50:00,11.65,19
09:50:00,09:55:00,17.33,8
10:05:00,10:10:00,9.77,15
10:10:00,10:15:00,11.95,6
10:15:00,10:20:00,12.02,15
10:20:00,10:25:00,14.65,2
10:25:00,10:30:00,14.07,8
10:30:00,10:35:00,14.48,17
10:35:00,10:40:00,15.84,10
