FromTime,ToTime,AverageSpeed,NumberOfVehicle
00:05:00,00:10:00,28.25,7
00:10:00,00:15:00,29.51,2
00:15:00,00:20:00,11.8,5
00:20:00,00:25:00,18.11,10
00:25:00,00:30:00,31.92,2
00:30:00,00:35:00,25.11,4
00:35:00,00:40:00,17.03,7
00:40:00,00:45:00,4.35,3
00:45:00,00:50:00,22.78,6
00:50:00,00:55:00,16.04,6
01:05:00,01:10:00,22.86,1
01:10:00,01:15:00,7.26,2
01:15:00,01:20:00,22.94,2
01:25:00,01:30:00,11.93,3
01:30:00,01:35:00,19.01,1
01:35:00,01:40:00,24.29,9
01:40:00,01:45:00,10.28,5
01:45:00,01:50:00,16.38,5
01:50:00,01:55:00,17.27,2
02:05:00,02:10:00,25.85,2
02:15:00,02:20:00,39.35,1
02:20:00,02:25:00,24.52,5
02:25:00,02:30:00,20.87,4
02:30:00,02:35:00,34.39,2
02:35:00,02:40:00,29.91,6
02:40:00,02:45:00,8.2,2
02:45:00,02:50:00,31.96,2
02:50:00,02:55:00,21.42,6
03:10:00,03:15:00,24.41,2
03:15:00,03:20:00,40.15,3
03:20:00,03:25:00,29.02,3
03:25:00,03:30:00,12.91,4
03:35:00,03:40:00,18.23,8
03:40:00,03:45:00,16.93,3
03:45:00,03:50:00,4.61,5
04:05:00,04:10:00,0.03,1
04:10:00,04:15:00,24.45,4
04:15:00,04:20:00,14.22,1
04:20:00,04:25:00,16.73,4
04:25:00,04:30:00,21.66,11
04:30:00,04:35:00,19.26,2
04:35:00,04:40:00,0.07,1
