FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,11.57,6
00:00:00,00:05:00,22.86,1
00:10:00,00:15:00,28.58,7
00:15:00,00:20:00,24.47,8
00:20:00,00:25:00,23.63,4
00:25:00,00:30:00,17.44,2
00:30:00,00:35:00,1.5,1
00:35:00,00:40:00,27.37,5
00:40:00,00:45:00,30.86,4
00:45:00,00:50:00,28.26,2
00:50:00,00:55:00,39.17,2
00:55:00,01:00:00,30.77,5
01:00:00,01:05:00,26.62,4
01:10:00,01:15:00,31.31,6
01:15:00,01:20:00,23.84,2
01:20:00,01:25:00,26.8,3
01:25:00,01:30:00,41.27,1
01:40:00,01:45:00,20.97,3
01:45:00,01:50:00,35.46,3
01:50:00,01:55:00,28.37,3
01:55:00,02:00:00,36.8,2
02:00:00,02:05:00,23.5,1
02:05:00,02:10:00,44.13,2
02:10:00,02:15:00,21.91,6
02:15:00,02:20:00,22.38,5
02:20:00,02:25:00,34.53,1
02:25:00,02:30:00,54.58,1
02:30:00,02:35:00,38.94,2
02:35:00,02:40:00,31.22,3
02:45:00,02:50:00,31.26,2
02:50:00,02:55:00,33.91,9
02:55:00,03:00:00,29.2,3
03:05:00,03:10:00,36,1
03:10:00,03:15:00,30.84,5
03:15:00,03:20:00,35.25,1
03:20:00,03:25:00,20.64,2
03:25:00,03:30:00,31.06,2
03:30:00,03:35:00,8.96,3
03:40:00,03:45:00,27.93,2
03:50:00,03:55:00,28.48,5
03:55:00,04:00:00,27.36,4
04:00:00,04:05:00,35.27,2
04:10:00,04:15:00,32.86,2
04:15:00,04:20:00,30.91,4
04:20:00,04:25:00,28.2,1
04:25:00,04:30:00,2,2
04:30:00,04:35:00,32.03,4
04:35:00,04:40:00,34.6,4
04:40:00,04:45:00,24.74,7
04:45:00,04:50:00,29.37,5
04:50:00,04:55:00,28.74,9
04:55:00,05:00:00,41.69,3
05:00:00,05:05:00,24.32,9
05:05:00,05:10:00,24.67,7
05:10:00,05:15:00,19.32,6
05:15:00,05:20:00,32.14,6
05:20:00,05:25:00,18.94,5
05:25:00,05:30:00,25.83,7
05:30:00,05:35:00,27.88,7
05:35:00,05:40:00,30.98,3
05:40:00,05:45:00,23.56,9
05:45:00,05:50:00,26.59,6
05:50:00,05:55:00,23.45,8
05:55:00,06:00:00,18.22,13
06:00:00,06:05:00,19.97,15
06:05:00,06:10:00,11.13,14
06:10:00,06:15:00,20.07,7
06:15:00,06:20:00,16.32,15
06:20:00,06:25:00,18.3,5
06:25:00,06:30:00,12.37,14
06:30:00,06:35:00,10.86,15
06:35:00,06:40:00,9.43,13
06:40:00,06:45:00,7.92,23
06:45:00,06:50:00,6.11,13
06:50:00,06:55:00,5.96,18
06:55:00,07:00:00,5.8,21
07:00:00,07:05:00,6.21,23
07:05:00,07:10:00,7,16
07:10:00,07:15:00,7.51,9
07:15:00,07:20:00,10.01,19
07:20:00,07:25:00,13.65,20
07:25:00,07:30:00,15.13,16
07:30:00,07:35:00,14.43,16
07:35:00,07:40:00,17.88,14
07:40:00,07:45:00,16.67,14
07:45:00,07:50:00,13.15,11
07:50:00,07:55:00,13.99,13
07:55:00,08:00:00,15.73,8
08:00:00,08:05:00,13.58,9
08:05:00,08:10:00,10.6,15
08:10:00,08:15:00,12.58,14
08:15:00,08:20:00,17.12,5
08:20:00,08:25:00,6.96,14
08:25:00,08:30:00,14.31,13
08:30:00,08:35:00,9.36,16
08:35:00,08:40:00,15.41,13
08:40:00,08:45:00,18.04,9
08:45:00,08:50:00,15.8,10
08:50:00,08:55:00,9.83,13
08:55:00,09:00:00,11.08,12
09:00:00,09:05:00,15.66,3
09:05:00,09:10:00,12.48,18
09:10:00,09:15:00,13.45,13
09:15:00,09:20:00,10.42,13
09:20:00,09:25:00,9.67,13
09:25:00,09:30:00,11.9,10
09:30:00,09:35:00,11.05,16
09:35:00,09:40:00,12.6,11
09:40:00,09:45:00,11.73,17
09:45:00,09:50:00,13.59,13
09:50:00,09:55:00,13.5,11
09:55:00,10:00:00,10.18,11
10:00:00,10:05:00,14.24,12
10:05:00,10:10:00,19.17,12
10:10:00,10:15:00,11.92,10
10:15:00,10:20:00,17.4,11
10:20:00,10:25:00,18.38,6
10:25:00,10:30:00,17.53,13
10:30:00,10:35:00,18.25,8
10:35:00,10:40:00,13.18,10
10:40:00,10:45:00,11.64,19
10:45:00,10:50:00,15.35,17
10:50:00,10:55:00,16.33,17
10:55:00,11:00:00,23.95,8
11:00:00,11:05:00,11.88,13
11:05:00,11:10:00,14.38,10
11:10:00,11:15:00,11.03,22
11:15:00,11:20:00,13.48,6
11:20:00,11:25:00,17.59,10
11:25:00,11:30:00,11.31,23
11:30:00,11:35:00,20.58,10
11:35:00,11:40:00,8.18,12
11:40:00,11:45:00,9.22,11
11:45:00,11:50:00,10.17,9
11:50:00,11:55:00,15.47,6
11:55:00,12:00:00,17.45,13
12:00:00,12:05:00,13.9,17
12:05:00,12:10:00,14.27,10
12:10:00,12:15:00,13.38,7
12:15:00,12:20:00,13.08,14
12:20:00,12:25:00,7.39,12
12:25:00,12:30:00,6.46,14
12:30:00,12:35:00,10.19,8
12:35:00,12:40:00,15.99,9
12:40:00,12:45:00,15.62,15
12:45:00,12:50:00,13.72,13
12:50:00,12:55:00,8.83,10
12:55:00,13:00:00,11.03,20
13:00:00,13:05:00,10.59,8
13:05:00,13:10:00,18.84,13
13:10:00,13:15:00,10.94,15
13:15:00,13:20:00,8.02,10
13:20:00,13:25:00,12.87,14
13:25:00,13:30:00,18.68,10
13:30:00,13:35:00,9.32,14
13:35:00,13:40:00,14.8,7
13:40:00,13:45:00,10.84,19
13:45:00,13:50:00,16.14,8
13:50:00,13:55:00,5.88,14
13:55:00,14:00:00,5.79,13
14:00:00,14:05:00,11.3,21
14:05:00,14:10:00,11.39,15
14:10:00,14:15:00,18.93,9
14:15:00,14:20:00,10.89,9
14:20:00,14:25:00,7.92,8
14:25:00,14:30:00,9.54,24
14:30:00,14:35:00,16.77,11
14:35:00,14:40:00,15.44,9
14:40:00,14:45:00,12.16,11
14:45:00,14:50:00,9.04,11
14:50:00,14:55:00,8.64,6
14:55:00,15:00:00,5.59,12
15:00:00,15:05:00,8.38,19
15:05:00,15:10:00,6.71,17
15:10:00,15:15:00,12.62,17
15:15:00,15:20:00,23.43,13
15:20:00,15:25:00,8.19,9
15:25:00,15:30:00,7.83,7
15:30:00,15:35:00,8.56,11
15:35:00,15:40:00,10.61,24
15:40:00,15:45:00,15.62,12
15:45:00,15:50:00,13.3,7
15:50:00,15:55:00,6.49,11
15:55:00,16:00:00,6.8,20
16:00:00,16:05:00,15.01,25
16:05:00,16:10:00,15.58,9
16:10:00,16:15:00,13.89,17
16:15:00,16:20:00,13.81,12
16:20:00,16:25:00,7.62,6
16:25:00,16:30:00,10.49,23
16:30:00,16:35:00,13.73,15
16:35:00,16:40:00,11.99,29
16:40:00,16:45:00,15.09,10
16:45:00,16:50:00,8.98,14
16:50:00,16:55:00,7.2,16
16:55:00,17:00:00,15.17,23
17:00:00,17:05:00,16.71,15
17:05:00,17:10:00,11.56,16
17:10:00,17:15:00,6.63,21
17:15:00,17:20:00,11,28
17:20:00,17:25:00,12.04,19
17:25:00,17:30:00,12.08,23
17:30:00,17:35:00,12.98,11
17:35:00,17:40:00,11.65,18
17:40:00,17:45:00,10,13
17:45:00,17:50:00,8.62,16
17:50:00,17:55:00,9.88,16
17:55:00,18:00:00,8.69,17
18:00:00,18:05:00,8.59,12
18:05:00,18:10:00,16.42,9
18:10:00,18:15:00,9.06,16
18:15:00,18:20:00,12.95,11
18:20:00,18:25:00,12.82,28
18:25:00,18:30:00,13.77,12
18:30:00,18:35:00,7.36,11
18:35:00,18:40:00,7.11,20
18:40:00,18:45:00,9.93,13
18:45:00,18:50:00,19.4,16
18:50:00,18:55:00,7.8,4
18:55:00,19:00:00,12.55,22
19:00:00,19:05:00,17.96,26
19:05:00,19:10:00,11.17,14
19:10:00,19:15:00,7.92,10
19:15:00,19:20:00,16.54,22
19:20:00,19:25:00,16.89,14
19:25:00,19:30:00,17.15,14
19:30:00,19:35:00,13.58,18
19:35:00,19:40:00,5.29,7
19:40:00,19:45:00,10.6,23
19:45:00,19:50:00,19.35,15
19:50:00,19:55:00,11.19,12
19:55:00,20:00:00,14.62,10
20:00:00,20:05:00,21.11,9
20:05:00,20:10:00,16.53,7
20:10:00,20:15:00,13.93,16
20:15:00,20:20:00,14.1,19
20:20:00,20:25:00,9.23,10
20:25:00,20:30:00,11.09,14
20:30:00,20:35:00,19.91,9
20:35:00,20:40:00,7.78,14
20:40:00,20:45:00,18.08,18
20:45:00,20:50:00,18.37,16
20:50:00,20:55:00,22.62,8
20:55:00,21:00:00,20.15,10
21:00:00,21:05:00,20.51,15
21:05:00,21:10:00,15.49,10
21:10:00,21:15:00,12.87,14
21:15:00,21:20:00,15.01,10
21:20:00,21:25:00,19.49,21
21:25:00,21:30:00,20.64,8
21:30:00,21:35:00,24.75,7
21:35:00,21:40:00,18.97,12
21:40:00,21:45:00,26.92,6
21:45:00,21:50:00,10.8,17
21:50:00,21:55:00,22.39,4
21:55:00,22:00:00,18.1,9
22:00:00,22:05:00,18.84,10
22:05:00,22:10:00,15.89,7
