FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,22.14,8
00:00:00,00:05:00,25.18,5
00:05:00,00:10:00,25.37,6
00:10:00,00:15:00,19.19,2
00:15:00,00:20:00,22.78,2
00:20:00,00:25:00,24.89,3
00:25:00,00:30:00,27.45,9
00:30:00,00:35:00,15.65,3
00:35:00,00:40:00,29.65,4
00:40:00,00:45:00,31.18,4
00:45:00,00:50:00,19.01,1
00:50:00,00:55:00,40.31,2
00:55:00,01:00:00,21.78,10
01:00:00,01:05:00,33.33,6
01:05:00,01:10:00,1.54,1
01:10:00,01:15:00,18.1,6
01:15:00,01:20:00,31.01,4
01:20:00,01:25:00,30.72,2
01:25:00,01:30:00,34.35,2
01:30:00,01:35:00,22.56,1
01:40:00,01:45:00,27.71,4
01:55:00,02:00:00,26.03,1
02:00:00,02:05:00,19.16,4
02:05:00,02:10:00,24.8,2
02:10:00,02:15:00,24.67,6
02:15:00,02:20:00,34.05,3
02:20:00,02:25:00,23.76,7
02:25:00,02:30:00,22.92,6
02:30:00,02:35:00,24.58,4
02:35:00,02:40:00,31.92,1
02:40:00,02:45:00,33.41,4
02:45:00,02:50:00,36.86,7
02:50:00,02:55:00,27.36,4
02:55:00,03:00:00,28,5
03:00:00,03:05:00,34.53,1
03:05:00,03:10:00,21.48,5
03:10:00,03:15:00,29.73,2
03:15:00,03:20:00,26.63,3
03:20:00,03:25:00,23.5,2
03:30:00,03:35:00,14.94,4
03:35:00,03:40:00,12.42,2
03:40:00,03:45:00,11.69,6
03:45:00,03:50:00,23.94,2
03:50:00,03:55:00,27.19,3
03:55:00,04:00:00,23.82,3
04:00:00,04:05:00,1.16,2
04:10:00,04:15:00,22.81,4
04:15:00,04:20:00,28.51,4
04:20:00,04:25:00,23.41,7
04:25:00,04:30:00,36.67,4
04:30:00,04:35:00,21.36,4
04:35:00,04:40:00,18.36,6
04:40:00,04:45:00,23.06,4
04:45:00,04:50:00,25.56,5
04:50:00,04:55:00,13.33,2
04:55:00,05:00:00,12.44,1
05:00:00,05:05:00,26.79,7
05:05:00,05:10:00,24.95,6
