FromTime,ToTime,AverageSpeed,NumberOfVehicle
23:55:00,00:00:00,25.62,2
00:05:00,00:10:00,24.8,2
00:10:00,00:15:00,24,7
00:15:00,00:20:00,19.61,13
00:20:00,00:25:00,18.14,3
00:25:00,00:30:00,25.52,3
00:30:00,00:35:00,10.69,3
00:35:00,00:40:00,19.69,4
00:40:00,00:45:00,37.95,3
00:45:00,00:50:00,32.95,5
00:50:00,00:55:00,21.97,1
00:55:00,01:00:00,27.67,7
01:00:00,01:05:00,23.4,3
01:05:00,01:10:00,7.76,1
01:10:00,01:15:00,23.3,2
01:15:00,01:20:00,23.34,4
01:20:00,01:25:00,35.63,3
01:25:00,01:30:00,25.14,4
01:30:00,01:35:00,38.62,3
01:35:00,01:40:00,15.38,4
01:40:00,01:45:00,19.9,3
01:45:00,01:50:00,21.97,1
01:50:00,01:55:00,1.87,1
01:55:00,02:00:00,18.8,1
02:00:00,02:05:00,24.54,3
02:10:00,02:15:00,26.27,6
02:15:00,02:20:00,24.94,3
02:20:00,02:25:00,23.95,6
02:25:00,02:30:00,23.96,5
02:30:00,02:35:00,25.3,2
02:35:00,02:40:00,29.9,3
02:40:00,02:45:00,25.57,3
02:45:00,02:50:00,23.93,3
02:50:00,02:55:00,32.84,4
02:55:00,03:00:00,27.22,4
03:05:00,03:10:00,17.39,3
03:10:00,03:15:00,13.98,1
03:15:00,03:20:00,22.07,3
03:20:00,03:25:00,35.25,1
03:25:00,03:30:00,25.1,2
03:30:00,03:35:00,42.3,1
03:35:00,03:40:00,18.35,5
03:45:00,03:50:00,16.32,2
03:50:00,03:55:00,6.25,2
03:55:00,04:00:00,30.21,1
04:00:00,04:05:00,0.49,1
04:10:00,04:15:00,30.52,6
04:15:00,04:20:00,29.55,3
04:20:00,04:25:00,25.35,3
04:25:00,04:30:00,22.37,4
04:35:00,04:40:00,17.44,1
04:45:00,04:50:00,22.72,2
04:50:00,04:55:00,16.41,8
04:55:00,05:00:00,25.78,4
05:00:00,05:05:00,19.47,6
05:05:00,05:10:00,27.4,9
05:10:00,05:15:00,21.61,8
05:15:00,05:20:00,19.47,7
05:20:00,05:25:00,25.04,6
05:25:00,05:30:00,25.37,7
05:30:00,05:35:00,23.75,3
05:35:00,05:40:00,18.81,6
05:40:00,05:45:00,24.98,7
05:45:00,05:50:00,36.65,4
05:50:00,05:55:00,17.22,7
05:55:00,06:00:00,24.15,9
06:00:00,06:05:00,18.88,4
06:05:00,06:10:00,21.06,17
06:10:00,06:15:00,15.65,10
06:15:00,06:20:00,16.02,18
06:20:00,06:25:00,22.36,10
06:25:00,06:30:00,20.31,23
06:30:00,06:35:00,20.68,13
06:35:00,06:40:00,21.79,8
06:40:00,06:45:00,19.23,25
06:45:00,06:50:00,20.88,18
06:50:00,06:55:00,12.61,16
06:55:00,07:00:00,13.33,23
07:00:00,07:05:00,20.08,14
07:05:00,07:10:00,15.61,15
07:10:00,07:15:00,24.87,7
07:15:00,07:20:00,15.43,8
07:20:00,07:25:00,14.45,10
07:25:00,07:30:00,13.14,15
07:30:00,07:35:00,10.41,10
07:35:00,07:40:00,13.9,14
07:40:00,07:45:00,18.04,14
07:45:00,07:50:00,19.31,13
07:50:00,07:55:00,13.83,13
